# abuse.ch URLhaus (text_online snapshot converted to CSV)
id,dateadded,url,url_status,last_online,threat,tags,urlhaus_link,reporter
63,2026-08-10 17:14:17,http://94.154.43.23/LjEZs/x86_64,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
64,2026-08-10 17:14:17,http://94.154.43.23/LjEZs/ppc,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
65,2026-08-10 17:14:17,http://94.154.43.23/LjEZs/mips,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
66,2026-08-10 17:14:17,http://94.154.43.23/LjEZs/spc,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
67,2026-08-10 17:14:17,http://94.154.43.23/LjEZs/x86,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
68,2026-08-10 17:14:17,http://94.154.43.23/LjEZs/mpsl,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
69,2026-08-10 17:14:17,http://123.134.41.212:48460/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
70,2026-08-10 17:14:17,http://130.12.209.147:55609/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
71,2026-08-10 17:14:17,http://61.137.204.59:51581/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
72,2026-08-10 17:14:17,http://61.137.204.59:51581/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
73,2026-08-10 17:14:17,http://47.84.190.146:9593/linux,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
74,2026-08-10 17:14:17,http://119.23.55.232:7702/linux,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
75,2026-08-10 17:14:17,http://96.245.232.132:44492/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
76,2026-08-10 17:14:17,http://42.238.174.81:41413/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
77,2026-08-10 17:14:17,http://103.80.57.126:54698/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
78,2026-08-10 17:14:17,http://42.180.11.230:34276/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
79,2026-08-10 17:14:17,http://175.146.211.156:47338/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
80,2026-08-10 17:14:17,http://110.37.116.127:38782/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
81,2026-08-10 17:14:17,http://175.148.29.181:47643/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
82,2026-08-10 17:14:17,http://42.234.185.8:38535/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
83,2026-08-10 17:14:17,http://123.14.94.120:47055/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
84,2026-08-10 17:14:17,http://42.235.91.77:35029/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
85,2026-08-10 17:14:17,http://113.228.149.193:49576/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
86,2026-08-10 17:14:17,http://210.208.116.107:43623/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
87,2026-08-10 17:14:17,http://113.58.131.62:38469/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
88,2026-08-10 17:14:17,http://42.224.13.254:55917/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
89,2026-08-10 17:14:17,http://183.23.139.207:35951/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
90,2026-08-10 17:14:17,http://210.208.104.156:32771/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
91,2026-08-10 17:14:17,http://210.208.110.51:46526/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
92,2026-08-10 17:14:17,http://60.184.163.17:41849/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
93,2026-08-10 17:14:17,http://182.114.192.237:54399/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
94,2026-08-10 17:14:17,http://105.186.64.242:41071/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
95,2026-08-10 17:14:17,http://60.184.163.17:41849/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
96,2026-08-10 17:14:17,http://120.28.135.245:34017/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
97,2026-08-10 17:14:17,http://216.249.4.20:36657/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
98,2026-08-10 17:14:17,http://45.170.224.217:57287/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
99,2026-08-10 17:14:17,http://42.86.136.138:39726/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
100,2026-08-10 17:14:17,http://182.115.68.225:51187/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
101,2026-08-10 17:14:17,http://222.138.119.216:49346/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
102,2026-08-10 17:14:17,http://42.224.126.91:33505/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
103,2026-08-10 17:14:17,http://125.44.196.6:60240/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
104,2026-08-10 17:14:17,http://42.224.126.91:33505/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
105,2026-08-10 17:14:17,http://125.44.196.6:60240/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
106,2026-08-10 17:14:17,http://122.139.13.204:51081/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
107,2026-08-10 17:14:17,http://115.63.145.118:58396/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
108,2026-08-10 17:14:17,http://122.139.13.204:51081/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
109,2026-08-10 17:14:17,http://45.170.224.217:57287/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
110,2026-08-10 17:14:17,http://61.52.156.140:46601/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
111,2026-08-10 17:14:17,http://61.52.33.100:54465/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
112,2026-08-10 17:14:17,http://61.137.177.124:50033/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
113,2026-08-10 17:14:17,http://110.37.106.148:49825/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
114,2026-08-10 17:14:17,http://182.113.41.77:37933/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
115,2026-08-10 17:14:17,http://115.62.148.107:57509/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
116,2026-08-10 17:14:17,http://210.208.111.74:36898/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
117,2026-08-10 17:14:17,http://42.235.91.77:35029/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
118,2026-08-10 17:14:17,http://110.36.31.205:38686/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
119,2026-08-10 17:14:17,http://42.52.204.44:32770/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
120,2026-08-10 17:14:17,http://221.200.107.56:39903/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
121,2026-08-10 17:14:17,http://210.208.110.42:48403/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
122,2026-08-10 17:14:17,http://39.74.33.201:59336/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
123,2026-08-10 17:14:17,http://221.15.192.179:36837/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
124,2026-08-10 17:14:17,http://219.157.10.128:38226/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
125,2026-08-10 17:14:17,http://61.137.177.124:50033/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
126,2026-08-10 17:14:17,http://106.40.240.24:35127/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
127,2026-08-10 17:14:17,http://103.80.57.126:54698/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
128,2026-08-10 17:14:17,http://115.48.160.237:33370/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
129,2026-08-10 17:14:17,http://175.146.211.156:47338/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
130,2026-08-10 17:14:17,http://39.74.33.201:59336/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
131,2026-08-10 17:14:17,http://123.190.20.88:42140/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
132,2026-08-10 17:14:17,http://175.147.159.41:36190/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
133,2026-08-10 17:14:17,http://42.224.13.254:55917/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
134,2026-08-10 17:14:17,http://182.115.68.225:51187/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
135,2026-08-10 17:14:17,http://210.208.111.74:36898/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
136,2026-08-10 17:14:17,http://203.101.187.14:60098/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
137,2026-08-10 17:14:17,http://183.23.139.207:35951/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
138,2026-08-10 17:14:17,http://42.86.136.138:39726/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
139,2026-08-10 17:14:17,http://115.48.160.237:33370/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
140,2026-08-10 17:14:17,http://61.52.33.100:54465/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
141,2026-08-10 17:14:17,http://115.56.144.249:44378/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
142,2026-08-10 17:14:17,http://37.78.176.5:45921/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
143,2026-08-10 17:14:17,http://221.15.218.63:33777/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
144,2026-08-10 17:14:17,http://115.55.130.14:38206/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
145,2026-08-10 17:14:17,http://39.77.172.60:34449/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
146,2026-08-10 17:14:17,http://110.37.116.127:38782/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
147,2026-08-10 17:14:17,http://59.58.42.82:51830/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
148,2026-08-10 17:14:17,http://182.115.189.169:34303/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
149,2026-08-10 17:14:17,http://210.208.116.107:43623/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
150,2026-08-10 17:14:17,http://113.58.131.62:38469/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
151,2026-08-10 17:14:17,http://42.235.1.153:58160/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
152,2026-08-10 17:14:17,http://175.147.220.91:36766/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
153,2026-08-10 17:14:17,http://123.190.20.88:42140/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
154,2026-08-10 17:14:17,http://1.20.91.236:53593/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
155,2026-08-10 17:14:17,http://175.147.220.91:36766/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
156,2026-08-10 17:14:17,http://93.157.253.209:37860/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
157,2026-08-10 17:14:17,http://113.231.229.97:60941/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
158,2026-08-10 17:14:17,http://93.157.253.209:37860/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
159,2026-08-10 17:14:17,http://83.68.249.16:45432/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
160,2026-08-10 17:14:17,http://61.54.43.5:55742/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
161,2026-08-10 17:14:17,http://182.123.40.234:41791/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
162,2026-08-10 17:14:17,http://222.182.123.61:50511/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
163,2026-08-10 17:14:17,http://110.37.43.119:55539/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
164,2026-08-10 17:14:17,http://222.141.61.27:55632/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
165,2026-08-10 17:14:17,http://182.121.114.184:58866/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
166,2026-08-10 17:14:17,http://210.208.104.156:32771/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
167,2026-08-10 17:14:17,http://115.54.132.26:37475/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
168,2026-08-10 17:14:17,http://110.36.93.217:46445/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
169,2026-08-10 17:14:17,http://39.74.53.25:55617/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
170,2026-08-10 17:14:17,http://125.46.213.70:47197/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
171,2026-08-10 17:14:17,https://sysupdate.online/tools/grab.cmd,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
172,2026-08-10 17:14:17,http://110.36.26.164:39914/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
173,2026-08-10 17:14:17,http://42.228.39.67:45035/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
174,2026-08-10 17:14:17,http://125.43.103.43:39953/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
175,2026-08-10 17:14:17,http://221.15.218.63:33777/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
176,2026-08-10 17:14:17,http://42.228.39.67:45035/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
177,2026-08-10 17:14:17,http://185.29.9.108/Virginalling.asi,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
178,2026-08-10 17:14:17,http://185.29.9.108/gchLdNMan179.bin,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
179,2026-08-10 17:14:17,http://110.36.26.164:39914/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
180,2026-08-10 17:14:17,http://106.40.240.24:35127/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
181,2026-08-10 17:14:17,http://123.5.150.18:40732/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
182,2026-08-10 17:14:17,http://94.154.43.26:6677/bins/x32,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
183,2026-08-10 17:14:17,http://94.154.43.26:6677/bins/x86,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
184,2026-08-10 17:14:17,http://94.154.43.26:6677/bins/sh4,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
185,2026-08-10 17:14:17,http://94.154.43.26:6677/bins/arm7,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
186,2026-08-10 17:14:17,http://94.154.43.26:6677/bins/arm6,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
187,2026-08-10 17:14:17,http://94.154.43.26:6677/bins/ppc,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
188,2026-08-10 17:14:17,http://94.154.43.26:6677/bins/mips,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
189,2026-08-10 17:14:17,http://94.154.43.26:6677/bins/m68k,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
190,2026-08-10 17:14:17,http://94.154.43.26:6677/bins/mipsel,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
191,2026-08-10 17:14:17,http://94.154.43.26:6677/bins/arm4,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
192,2026-08-10 17:14:17,http://27.24.12.180:50663/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
193,2026-08-10 17:14:17,http://182.127.103.153:37513/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
194,2026-08-10 17:14:17,http://123.12.234.37:36560/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
195,2026-08-10 17:14:17,http://178.205.38.0:44205/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
196,2026-08-10 17:14:17,http://210.208.111.100:38107/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
197,2026-08-10 17:14:17,http://27.24.12.180:50663/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
198,2026-08-10 17:14:17,http://115.56.144.249:44378/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
199,2026-08-10 17:14:17,http://210.208.111.220:36372/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
200,2026-08-10 17:14:17,http://178.205.38.0:44205/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
201,2026-08-10 17:14:17,http://42.224.67.199:54598/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
202,2026-08-10 17:14:17,http://157.66.146.183:43544/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
203,2026-08-10 17:14:17,http://42.224.67.199:54598/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
204,2026-08-10 17:14:17,http://196.190.224.62:43470/i,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
205,2026-08-10 17:14:17,https://gist.githubusercontent.com/nelsoncordeiro24-droid/26e6f76fb48da38d446497b7ac8323d4/raw/fa81f521ba1948a50721a2fa077a0cc68eb55cc8/gistfile1.txt,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
206,2026-08-10 17:14:17,http://157.66.146.183:43544/bin.sh,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
207,2026-08-10 17:14:17,http://217.60.195.143/bot,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
208,2026-08-10 17:14:17,http://129.121.110.105/cCf,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
209,2026-08-10 17:14:17,http://43.98.174.233/release/x86,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
210,2026-08-10 17:14:17,http://43.98.174.233/release/arm,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
211,2026-08-10 17:14:17,http://43.98.174.233/release/mpsl,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
212,2026-08-10 17:14:17,http://43.98.174.233/release/arm7,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
213,2026-08-10 17:14:17,http://43.98.174.233/release/mips,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
214,2026-08-10 17:14:17,http://43.98.174.233/release/arm5,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
215,2026-08-10 17:14:17,http://43.98.174.233/release/x86_64,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
216,2026-08-10 17:14:17,http://43.98.174.233/release/ppc,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
217,2026-08-10 17:14:17,http://129.121.110.105/2EUE,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
218,2026-08-10 17:14:17,http://129.121.110.105/98oE,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
219,2026-08-10 17:14:17,http://43.98.174.233/release/m68k,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
220,2026-08-10 17:14:17,http://129.121.110.105/1htR,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
221,2026-08-10 17:14:17,http://129.121.110.105/DjEq,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
222,2026-08-10 17:14:17,http://43.98.174.233/release/arm6,online,2026-08-10 17:14:17,malware_download,,,abuse.ch
